game_id,week,home_team,away_team,home_line_type,home_pairing_type,away_line_type,away_pairing_type,home_goalie,away_goalie,went_ot,toi,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
1,1,China,Kazakhstan,top,top,top,top,Jeremy Duncan,Damon Glover,0,339.25,1,0,0.064,0.0,0.064,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,PK,PK,PP,PP,Jeremy Duncan,Damon Glover,0,480.0,1,8,0.0562,1.0654,0.0562,0.1423,0,3,0,6,4,0,0,4,8,0
1,1,China,Kazakhstan,top,top,secondary,top,Jeremy Duncan,Damon Glover,0,112.94,1,0,0.0834,0.0,0.0834,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,top,secondary,Jeremy Duncan,Damon Glover,0,198.38,2,2,0.2059,0.2172,0.103,0.1086,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,secondary,secondary,Jeremy Duncan,Damon Glover,0,246.54,5,1,0.6779,0.0967,0.1885,0.0967,2,0,2,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,secondary,top,Jeremy Duncan,Damon Glover,0,97.43,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,secondary,top,Jeremy Duncan,Damon Glover,0,188.25,3,3,0.2588,0.2079,0.0863,0.0693,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,top,top,Jeremy Duncan,Damon Glover,0,297.44,2,1,0.1338,0.0812,0.0669,0.0812,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,secondary,secondary,secondary,Jeremy Duncan,Damon Glover,0,332.69,0,2,0.0,0.1427,0.0,0.0713,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,secondary,top,secondary,Jeremy Duncan,Damon Glover,0,114.15,0,1,0.0,0.0832,0.0,0.0832,0,1,0,2,0,0,0,0,0,0
1,1,China,Kazakhstan,top,top,top,secondary,Jeremy Duncan,Damon Glover,0,106.78,0,1,0.0,0.0569,0.0,0.0569,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,top,secondary,Jeremy Duncan,Damon Glover,0,104.28,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,secondary,secondary,top,Jeremy Duncan,Damon Glover,0,145.66,0,1,0.0,0.0702,0.0,0.0702,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,secondary,top,top,Jeremy Duncan,Damon Glover,0,58.42,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,secondary,secondary,Jeremy Duncan,Damon Glover,0,77.15,1,0,0.1058,0.0,0.1058,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,top,top,Jeremy Duncan,Damon Glover,0,192.27,1,1,0.0834,0.1074,0.0834,0.1074,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,top,secondary,secondary,Jeremy Duncan,Damon Glover,0,148.39,1,0,0.103,0.0,0.103,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,PP,PP,PK,PK,Jeremy Duncan,Damon Glover,0,360.0,8,0,1.2387,0.0,0.1813,0.0,1,0,2,0,0,3,3,0,0,6
2,1,Denmark,Poland,top,top,top,top,Robert Williams,Christopher Travis,0,250.45,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,1,Denmark,Poland,top,top,secondary,top,Robert Williams,Christopher Travis,0,45.05,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,1,Denmark,Poland,top,secondary,secondary,top,Robert Williams,Christopher Travis,0,113.52,0,1,0.0,0.0788,0.0,0.0788,0,0,0,0,0,0,0,0,0,0
2,1,Denmark,Poland,secondary,secondary,secondary,top,Robert Williams,Christopher Travis,0,288.15,1,4,0.1251,0.3065,0.1251,0.0766,0,1,0,2,0,0,0,0,0,0
2,1,Denmark,Poland,secondary,secondary,secondary,secondary,Robert Williams,Christopher Travis,0,291.25,5,3,0.6644,0.2081,0.1329,0.0694,0,0,0,0,0,0,0,0,0,0
2,1,Denmark,Poland,top,secondary,secondary,secondary,Robert Williams,Christopher Travis,0,107.4,0,1,0.0,0.0715,0.0,0.0715,0,0,0,0,0,0,0,0,0,0
