game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
1,1,China,Kazakhstan,0,26,21,3.0109,2.1288,0.1885,0.1423,3,4,4,8,4,3,3,4,8,6
2,1,Denmark,Poland,0,16,36,1.9628,3.9637,0.1713,0.2025,1,6,1,10,4,4,4,4,8,8
3,1,Great Britain,Canada,1,27,20,3.2279,2.1576,0.2367,0.2242,2,3,4,6,7,7,7,7,14,14
4,1,Ukraine,Norway,1,28,31,2.6608,3.3879,0.1344,0.1787,2,3,4,3,2,4,4,2,4,8
5,1,Belarus,Russia,0,25,24,2.799,3.1658,0.1946,0.2516,7,3,13,5,10,9,9,10,20,20
6,1,Netherlands,Croatia,0,34,17,4.7331,2.2678,0.2581,0.1906,3,5,5,7,5,6,6,5,10,12
7,1,Slovenia,Finland,1,40,23,4.1212,3.2589,0.1579,0.1771,4,3,5,5,6,6,6,6,12,12
8,1,Czech Republic,Japan,0,37,18,4.4227,2.1406,0.2376,0.1728,4,1,7,2,3,7,7,3,6,14
9,1,Austria,France,1,17,32,2.0592,4.4711,0.1927,0.2484,4,3,5,5,8,6,6,8,16,12
10,1,Italy,Germany,0,33,25,4.3743,3.1295,0.2374,0.2062,4,3,8,1,3,8,8,3,6,18
11,1,Sweden,Switzerland,0,39,21,3.7147,2.9936,0.143,0.2427,6,1,8,2,4,4,4,4,10,8
12,1,Hungary,South Korea,0,33,24,3.7923,2.5229,0.2144,0.1686,5,4,8,7,1,12,12,1,2,24
13,1,Belgium,United States,0,21,29,2.0933,3.0029,0.1704,0.2288,1,2,2,4,8,2,2,8,16,4
14,1,Estonia,Latvia,0,32,28,2.8744,3.7959,0.1337,0.2279,3,2,5,4,8,4,4,8,16,8
15,1,Lithuania,Romania,0,27,30,3.6337,1.9931,0.2356,0.1194,2,4,1,6,4,8,8,4,8,16
16,1,Spain,Slovakia,1,31,32,2.8833,4.4399,0.1502,0.2362,4,5,5,9,10,8,8,10,23,16
17,2,Denmark,Russia,0,18,27,1.5049,3.5652,0.147,0.2306,1,4,2,7,7,5,5,7,16,10
18,2,Austria,Poland,0,25,36,2.9643,4.5587,0.1789,0.2404,4,5,8,7,9,4,4,9,18,8
19,2,Croatia,Spain,0,36,30,5.066,3.5599,0.2504,0.1593,3,6,6,8,6,5,5,6,12,10
20,2,Canada,Norway,1,39,40,4.2181,4.1233,0.1479,0.1745,3,4,4,7,7,3,3,7,14,6
21,2,Sweden,Kazakhstan,0,23,33,2.5119,3.746,0.1747,0.1469,3,4,4,7,6,5,5,6,12,10
22,2,Great Britain,United States,0,29,27,3.7483,2.7978,0.2481,0.2142,7,1,11,2,7,6,6,7,14,12
23,2,Japan,Belarus,0,26,25,2.8399,3.3602,0.1639,0.2247,2,4,2,5,9,4,4,9,18,8
24,2,Slovenia,Italy,0,42,16,6.3937,1.9953,0.179,0.2343,6,0,8,0,4,9,9,4,8,18
25,2,China,Belgium,0,16,21,1.9397,1.8219,0.1662,0.173,1,0,0,0,4,6,6,4,8,12
26,2,Estonia,Czech Republic,0,40,29,5.6883,2.664,0.1977,0.1563,5,2,9,4,9,8,8,9,18,18
27,2,Finland,Switzerland,1,41,27,5.5174,2.8071,0.2431,0.1696,4,3,8,4,6,9,9,6,12,20
28,2,Ukraine,Germany,0,31,21,3.9241,1.9357,0.1954,0.1496,1,2,2,4,5,9,9,5,10,18
29,2,Latvia,France,0,30,35,4.4132,3.1941,0.2596,0.1407,8,2,15,3,2,4,4,2,4,8
30,2,Netherlands,South Korea,0,34,33,4.6094,3.4698,0.2455,0.1481,8,4,13,5,4,9,9,4,8,18
31,2,Hungary,Slovakia,0,28,11,2.4028,1.2153,0.1428,0.1199,3,1,6,2,4,3,3,4,8,6
32,2,Romania,Lithuania,0,22,21,1.8629,2.7769,0.1494,0.1628,1,3,2,4,8,4,4,8,19,8
33,3,Czech Republic,Russia,0,21,34,1.6902,6.2498,0.1457,0.2752,2,7,4,10,10,6,6,10,20,12
34,3,Croatia,Hungary,1,25,35,3.5255,3.4421,0.2214,0.1353,5,4,7,8,3,8,8,3,6,16
35,3,Belgium,Denmark,0,30,30,3.4149,3.1991,0.1931,0.1493,3,4,4,6,5,7,7,5,10,14
36,3,Spain,China,0,23,18,2.1331,2.169,0.2,0.2208,3,2,5,3,6,6,6,6,12,15
37,3,Italy,France,1,29,29,3.5603,3.5628,0.2292,0.1761,5,4,7,6,5,8,8,5,10,16
38,3,Canada,Estonia,0,25,34,2.8929,3.8383,0.2157,0.2015,4,3,7,5,9,6,6,9,18,12
39,3,Japan,South Korea,0,26,26,2.7457,3.028,0.204,0.2093,3,2,3,4,10,8,8,10,23,16
40,3,Netherlands,Finland,0,23,30,2.5,4.0536,0.165,0.1781,4,2,7,2,2,2,2,2,7,4
41,3,Lithuania,Austria,0,29,29,4.1806,3.0792,0.1854,0.1948,4,2,5,2,6,5,5,6,12,10
42,3,United States,Kazakhstan,0,31,24,3.231,3.2387,0.2107,0.2412,3,2,3,4,9,5,5,9,18,10
43,3,Poland,Slovakia,0,23,39,1.4389,4.8029,0.1235,0.2376,1,8,2,15,9,4,4,9,18,8
44,3,Belarus,Slovenia,0,20,24,2.8725,2.6019,0.2015,0.1444,7,2,10,4,2,6,6,2,4,12
45,3,Switzerland,Romania,0,18,22,2.2548,2.2422,0.1696,0.1422,1,2,2,4,6,4,4,6,12,8
46,3,Norway,Ukraine,1,37,30,4.7967,2.2805,0.2284,0.1465,4,5,5,7,1,8,8,1,2,16
47,3,Sweden,Germany,1,32,29,3.539,3.2389,0.2156,0.1617,3,4,3,8,7,6,6,7,14,12
48,3,Great Britain,Latvia,0,33,15,4.0689,1.7645,0.2291,0.1886,5,4,9,7,8,10,10,8,16,20
49,4,Slovenia,Russia,0,37,23,3.6514,3.8879,0.2166,0.2357,2,3,1,5,7,3,3,7,14,6
50,4,Czech Republic,Lithuania,1,28,25,2.8443,3.6991,0.2218,0.2039,4,3,5,5,9,8,8,9,18,16
51,4,Ukraine,Denmark,0,21,28,2.2178,3.2235,0.1474,0.1694,2,1,4,2,7,5,5,7,14,12
52,4,France,Estonia,0,40,26,4.1057,2.8787,0.2206,0.1898,5,3,6,5,5,5,5,5,10,10
53,4,Austria,Sweden,1,29,32,3.1859,4.299,0.1528,0.2385,2,1,2,1,13,3,3,13,26,6
54,4,China,Croatia,1,37,71,4.1991,8.2195,0.2247,0.2198,4,5,8,7,17,8,8,17,34,16
55,4,Italy,Germany,0,35,18,5.082,1.9889,0.2484,0.1661,5,0,10,0,3,9,9,3,9,18
56,4,Finland,Great Britain,0,15,24,2.0014,2.4452,0.1912,0.2013,2,3,4,6,7,5,5,7,16,12
57,4,South Korea,Norway,1,34,30,3.4304,3.7145,0.2106,0.2149,4,3,6,4,8,8,8,8,16,18
58,4,Latvia,Hungary,0,34,23,4.5143,2.0215,0.2362,0.1253,5,1,7,2,6,9,9,6,12,18
59,4,Spain,Canada,0,30,27,2.9752,2.964,0.1513,0.1448,7,3,9,6,7,5,5,7,14,10
60,4,Slovakia,Japan,0,25,25,2.6875,2.3947,0.2294,0.1981,1,4,1,5,7,3,3,7,14,6
61,4,Belarus,Kazakhstan,1,31,27,4.0201,2.7968,0.2341,0.1386,3,4,6,6,3,9,9,3,6,18
62,4,United States,Switzerland,0,29,21,3.3701,2.6825,0.2153,0.2028,2,1,4,0,6,5,5,6,12,10
63,4,Poland,Netherlands,1,24,26,2.7729,3.2254,0.2214,0.2413,5,6,8,10,8,9,9,8,16,18
64,4,Belgium,Romania,1,27,32,3.0898,2.8757,0.1898,0.1336,4,5,6,8,6,9,9,6,12,18
65,5,Sweden,Russia,0,31,26,3.3119,4.294,0.1905,0.2323,2,1,3,2,8,9,9,8,16,18
66,5,Norway,Denmark,0,33,21,4.3963,2.1603,0.2531,0.1554,6,2,10,4,4,6,6,4,8,12
67,5,Slovenia,Croatia,0,44,24,5.352,3.404,0.1602,0.1943,8,4,9,6,4,4,4,4,8,10
68,5,Austria,South Korea,0,29,23,3.9863,2.4607,0.2437,0.1687,3,2,5,2,3,11,11,3,6,22
69,5,Latvia,Italy,0,25,26,3.4501,2.7015,0.2006,0.1464,1,3,0,4,6,2,2,6,15,4
70,5,Estonia,China,0,22,27,1.8134,2.4877,0.1231,0.132,2,5,4,10,4,3,3,4,8,8
