game_id,week,home_team,away_team,home_score,away_score,went_ot,winner,loser
1,1,China,Kazakhstan,3,2,0,China,Kazakhstan
2,1,Denmark,Poland,2,3,0,Poland,Denmark
3,1,Great Britain,Canada,7,6,0,Great Britain,Canada
4,1,Ukraine,Norway,1,5,0,Norway,Ukraine
5,1,Belarus,Russia,0,6,0,Russia,Belarus
6,1,Netherlands,Croatia,1,2,1,Croatia,Netherlands
7,1,Slovenia,Finland,6,2,0,Slovenia,Finland
8,1,Czech Republic,Japan,4,3,0,Czech Republic,Japan
9,1,Austria,France,2,3,1,France,Austria
10,1,Italy,Germany,5,3,0,Italy,Germany
11,1,Sweden,Switzerland,1,2,1,Switzerland,Sweden
12,1,Hungary,South Korea,7,3,0,Hungary,South Korea
13,1,Belgium,United States,3,5,0,United States,Belgium
14,1,Estonia,Latvia,3,2,0,Estonia,Latvia
15,1,Lithuania,Romania,3,2,0,Lithuania,Romania
16,1,Spain,Slovakia,3,2,0,Spain,Slovakia
17,2,Denmark,Russia,2,8,0,Russia,Denmark
18,2,Austria,Poland,3,4,0,Poland,Austria
19,2,Croatia,Spain,7,2,0,Croatia,Spain
20,2,Canada,Norway,6,3,0,Canada,Norway
21,2,Sweden,Kazakhstan,3,2,0,Sweden,Kazakhstan
22,2,Great Britain,United States,3,2,1,Great Britain,United States
23,2,Japan,Belarus,4,3,1,Japan,Belarus
24,2,Slovenia,Italy,5,6,1,Italy,Slovenia
25,2,China,Belgium,4,5,0,Belgium,China
26,2,Estonia,Czech Republic,4,3,0,Estonia,Czech Republic
27,2,Finland,Switzerland,2,3,1,Switzerland,Finland
28,2,Ukraine,Germany,2,6,0,Germany,Ukraine
29,2,Latvia,France,2,3,0,France,Latvia
30,2,Netherlands,South Korea,5,4,1,Netherlands,South Korea
31,2,Hungary,Slovakia,3,2,0,Hungary,Slovakia
32,2,Romania,Lithuania,1,6,0,Lithuania,Romania
33,3,Czech Republic,Russia,2,3,1,Russia,Czech Republic
34,3,Croatia,Hungary,8,1,0,Croatia,Hungary
35,3,Belgium,Denmark,5,1,0,Belgium,Denmark
36,3,Spain,China,3,1,0,Spain,China
37,3,Italy,France,6,4,0,Italy,France
38,3,Canada,Estonia,7,1,0,Canada,Estonia
39,3,Japan,South Korea,2,4,0,South Korea,Japan
40,3,Netherlands,Finland,3,5,0,Finland,Netherlands
41,3,Lithuania,Austria,7,5,0,Lithuania,Austria
42,3,United States,Kazakhstan,5,4,0,United States,Kazakhstan
43,3,Poland,Slovakia,3,2,1,Poland,Slovakia
44,3,Belarus,Slovenia,2,5,0,Slovenia,Belarus
45,3,Switzerland,Romania,4,2,0,Switzerland,Romania
46,3,Norway,Ukraine,3,2,0,Norway,Ukraine
47,3,Sweden,Germany,4,1,0,Sweden,Germany
48,3,Great Britain,Latvia,5,2,0,Great Britain,Latvia
49,4,Slovenia,Russia,2,1,1,Slovenia,Russia
50,4,Czech Republic,Lithuania,3,1,0,Czech Republic,Lithuania
51,4,Ukraine,Denmark,4,2,0,Ukraine,Denmark
52,4,France,Estonia,5,3,0,France,Estonia
53,4,Austria,Sweden,4,5,1,Sweden,Austria
54,4,China,Croatia,1,3,0,Croatia,China
55,4,Italy,Germany,4,3,0,Italy,Germany
56,4,Finland,Great Britain,6,0,0,Finland,Great Britain
57,4,South Korea,Norway,2,3,1,Norway,South Korea
58,4,Latvia,Hungary,4,3,0,Latvia,Hungary
59,4,Spain,Canada,4,1,0,Spain,Canada
60,4,Slovakia,Japan,4,2,0,Slovakia,Japan
61,4,Belarus,Kazakhstan,2,1,0,Belarus,Kazakhstan
62,4,United States,Switzerland,4,3,0,United States,Switzerland
63,4,Poland,Netherlands,3,2,1,Poland,Netherlands
64,4,Belgium,Romania,2,3,0,Romania,Belgium
65,5,Sweden,Russia,2,8,0,Russia,Sweden
66,5,Norway,Denmark,5,4,1,Norway,Denmark
67,5,Slovenia,Croatia,4,3,0,Slovenia,Croatia
68,5,Austria,South Korea,3,2,0,Austria,South Korea
69,5,Latvia,Italy,3,2,0,Latvia,Italy
70,5,Estonia,China,1,2,1,China,Estonia
71,5,Belgium,Great Britain,2,1,0,Belgium,Great Britain
72,5,Germany,Czech Republic,3,2,1,Germany,Czech Republic
73,5,Finland,United States,2,5,0,United States,Finland
74,5,Spain,France,6,0,0,Spain,France
75,5,Japan,Lithuania,5,6,1,Lithuania,Japan
76,5,Ukraine,Belarus,5,6,1,Belarus,Ukraine
77,5,Netherlands,Canada,1,2,0,Canada,Netherlands
78,5,Poland,Switzerland,4,5,1,Switzerland,Poland
79,5,Romania,Slovakia,1,2,1,Slovakia,Romania
80,5,Hungary,Kazakhstan,3,4,1,Kazakhstan,Hungary
81,6,Lithuania,Russia,6,4,0,Lithuania,Russia
82,6,Denmark,Belgium,2,3,0,Belgium,Denmark
83,6,France,Sweden,3,4,1,Sweden,France
84,6,Belarus,Norway,3,2,0,Belarus,Norway
85,6,China,Hungary,3,2,1,China,Hungary
86,6,Austria,Switzerland,0,3,0,Switzerland,Austria
87,6,Czech Republic,Slovakia,6,2,0,Czech Republic,Slovakia
88,6,Germany,South Korea,4,3,0,Germany,South Korea
89,6,Slovenia,Spain,3,2,1,Slovenia,Spain
90,6,Italy,Romania,2,0,0,Italy,Romania
91,6,Kazakhstan,Japan,3,1,0,Kazakhstan,Japan
92,6,Great Britain,United States,1,2,1,United States,Great Britain
93,6,Poland,Croatia,6,5,0,Poland,Croatia
94,6,Finland,Canada,7,2,0,Finland,Canada
95,6,Estonia,Latvia,4,3,1,Estonia,Latvia
96,6,Netherlands,Ukraine,2,5,0,Ukraine,Netherlands
97,7,Russia,Austria,7,1,0,Russia,Austria
98,7,Denmark,Great Britain,4,6,0,Great Britain,Denmark
99,7,Belgium,China,3,1,0,Belgium,China
100,7,Slovakia,Sweden,0,2,0,Sweden,Slovakia
101,7,Norway,France,3,4,1,France,Norway
102,7,Spain,Finland,7,0,0,Spain,Finland
