rank,player,position,team,creation,conversion,suppression,prevention,goalkeeping,stamina,discipline,total
1,Casey Bowers,F,South Samuelberg,1.0116391788645598,0.7512511151277548,0.8449214185277115,2.8796554277948343,0.0,-0.7651790512693498,2.6671042471923205,5.487467140314861
2,Walter Diaz,F,South Lauren,-0.5035331616579704,-1.2331288367974318,-0.42811039204387824,-0.4484508486766146,0.0,0.9315686741756436,2.3697632738226977,-2.6132232391758947
3,Michael Martin,F,North Susanberg,0.17630776777327684,-0.6251209407439069,0.8201099459165129,0.27254310960027067,0.0,-0.25331110346511504,2.2966432563341943,0.6438398825461535
4,James Wilson,F,Christopherhaven,0.3354849584463458,-1.9960941941024457,0.16742515746572936,-0.20288671234714115,0.0,0.7205157742027094,2.2842044578437792,-1.6960707905375119
5,Gregory Stephens,F,Port Chris,-2.5252234604863233,-0.42041336613816005,1.5068993473559547,1.3925472068365652,0.0,-0.33287026942802916,2.2756996083747874,-0.04619027243196361
6,Shane Gardner,F,Barnesburgh,-0.376247256771896,0.3764938971004618,1.2044174797481553,1.046268462810601,0.0,0.9495963680267375,2.1859692216429063,2.250932582887322
7,Michael Kennedy,F,Jamesmouth,-0.9720063228638225,0.9840871957864569,0.7834394384161301,0.287761439664721,0.0,-1.2948133030080262,2.1506099743245763,1.0832817510034856
8,James Bauer,G,North Brianside,0.0,0.0,0.0,0.0,-0.2637024081609972,-0.09121668338514469,2.1306042338522295,-0.2637024081609972
9,John Guzman,G,Pennytown,0.0,0.0,0.0,0.0,1.1584822795754104,-1.8366592479444963,2.035269746731613,1.1584822795754104
10,Richard Goodwin,F,South Lauren,-1.49900931851651,0.1527215834647774,1.428572138132679,0.18475673366504294,0.0,0.4042013367365008,2.030292798677748,0.2670411367459894
11,Cameron Choi,F,Lake Shaunfort,0.9643724727945573,-0.6105910282253765,0.2388301228893974,1.5966746680601824,0.0,-0.26289285000479423,2.0204834263450504,2.1892862355187606
12,Wesley Lindsey,F,West Erin,-0.09260276131639558,-1.0584014697045834,-0.23841574805005386,0.4403809556122625,0.0,-0.20723420640817497,1.997145733078534,-0.9490390234587704
13,David Conley,F,Jeffreyville,0.5380535780994251,-0.6070640031748532,-0.5646788596802704,1.762646477397742,0.0,1.647542292289033,1.9709925598612485,1.1289571926420434
14,Cody Jacobs,F,Christopherhaven,0.06052725062183716,1.0568949056404444,0.31999638884698167,-0.4099555442478039,0.0,0.47884913246201505,1.9291883553281746,1.0274630008614594
15,Matthew Ryan,F,Lake Shaunfort,-1.1127337913255253,-1.262795195585473,0.5842786468839083,0.18852782159505382,0.0,-0.4991906595933301,1.9076670062992824,-1.6027225184320362
16,James Holmes,D,South Kelseyton,-0.10016586717581667,-1.9511182705623655,0.08196144324531278,0.9725356981025207,0.0,0.14642970092769905,1.8837164428855542,-0.9967869963903485
17,Michael Nguyen,F,East Sarahhaven,-1.1515370717809472,2.780693289264474,-0.3224384436107694,-0.033494263978336075,0.0,-1.9785085938633462,1.8733378616328287,1.2732235098944213
18,Mark Collins,F,East Sarahhaven,-0.6528504468944866,-0.5723684008661286,0.44120023623017557,-0.162944582164711,0.0,-0.2379549532289049,1.8376601505494252,-0.9469631936951506
19,John Perez,F,Port David,-0.12899526727950322,0.5357919461284936,-0.9746688796098372,-1.2531998234722728,0.0,-0.7029343337146237,1.80857062162202,-1.8210720242331195
20,Eric Robertson,F,West Zachary,-0.10664696965767054,0.4872893243076221,0.6811593586107875,0.003225945437797708,0.0,0.13392401097285642,1.7880533965887278,1.0650276586985366
21,Connor Miller,F,Luistown,-0.9937867443211156,-0.048129314669391604,1.079460657713646,1.4573741427779672,0.0,-1.7972880693235478,1.7747054333399659,1.494918741501106
22,Michael Ellis,F,South Samuelberg,0.7892936903130905,-0.5490858196652197,0.6724595281351944,1.8527149779077499,0.0,1.350665019251132,1.7723033107261517,2.765382376690815
23,Allen Sandoval,F,West Michaelview,-0.4529657796624068,-0.9300419691245749,-0.8100572780491881,0.1086879768000146,0.0,1.6217994464968934,1.7477772663393392,-2.0843770500361556
24,John Meyers,F,Jeffreyville,0.5007514176602406,0.7182693295462858,0.9834306258322032,0.16580535151885623,0.0,0.9760169053428839,1.7281326804498667,2.368256724557586
25,Phillip Barker,F,Port Chris,-0.5365784419044011,-1.7194180394244023,1.1570158364187448,-1.0084175249338354,0.0,0.4978454730411996,1.7038482339214132,-2.1073981698438935
26,Christopher Walker,D,South Samuelberg,-1.4611848949072819,-2.8007175467676633,1.8825223265838904,0.3741145877358137,0.0,0.4024694289598841,1.604402430412904,-2.0052655273552404
27,John Rich,F,South Lauren,0.8569283843571346,-1.0060843091266085,-1.9940479225835688,-1.0312304581857292,0.0,0.3674910650968243,1.5888017694834,-3.174434305538772
28,Marvin Brown,F,Jeffreyville,0.5602555507894792,-0.7083713144936722,1.4394450629813769,2.0683034704804735,0.0,0.07975159304996834,1.5868211787988322,3.359632769757657
29,Charles Bridges,F,Danielsburgh,0.06494305099540787,-1.420728686131255,-1.2700805238328994,-2.0202579741728157,0.0,-0.8054310829323421,1.5418978192727388,-4.646124133141562
30,Christopher Case,F,South Samuelberg,0.36844240087635555,-1.1431007902466617,-1.7613329426823334,-0.720131061536723,0.0,0.23190890534802636,1.5152909864740263,-3.256122393589363
31,James Miles,D,West Michaelview,1.1354170846404845,-1.9772033994446032,0.7181505862608272,1.349214106465548,0.0,-1.1161351418305365,1.507013339922882,1.2255783779222567
32,Matthew Payne,D,West Zachary,0.9257566683938733,-0.18796189421273257,0.9877646942412214,-0.7903348824575313,0.0,-0.7482724505420718,1.5066375789012287,0.9352245859648308
33,Timothy Stephens,D,Hunterborough,0.33823543587347266,-0.24076553399362322,0.30460092480337375,-0.09861335395684727,0.0,-1.5391401514239873,1.4591332929537741,0.3034574727263759
34,Gregory Shea,D,North Chelseamouth,-0.2343923324340503,0.45360239733320534,-0.07679018213452665,-0.5759356629363575,0.0,0.05854769641202344,1.454996289272816,-0.4335157801717291
35,Justin George,D,Hunterborough,1.0378768041012247,0.20193723363433455,-0.15584052173596386,1.3760237304258072,0.0,2.3797875040296046,1.4480375422643448,2.4599972464254023
36,Brian Diaz,F,Lake Shaunfort,-0.6490698984406287,0.37224005374535984,0.3193284551122233,-0.41322413988598583,0.0,-2.6593859698089477,1.4429386130118367,-0.37072552946903137
37,Luis Taylor,F,North Connorchester,-0.742383794340192,-0.07874194320898666,0.8388481979114623,-1.8399957892447814,0.0,1.0619836909055547,1.4422483608808057,-1.8222733288824977
38,Henry Bates,D,Jordanland,-1.538236916886765,-1.192019639421283,-1.1995056923881655,1.5296810246603325,0.0,-0.12046945410974719,1.430796659083447,-2.4000812240358806
39,Christopher Wilson,D,Jeffreyville,0.6054721637211381,-2.3809675123926595,0.06156001514573227,1.5837187143222877,0.0,-0.813528133649538,1.4289748106954103,-0.13021661920350125
40,Robert Mathews,F,Jamesmouth,0.9773225013728157,0.6532919720618161,-1.0216140478646087,-0.13453833514577543,0.0,-0.8368023966949455,1.4282258551894098,0.4744620904242478
41,Phillip Dudley,F,Luistown,1.2963747845760223,-1.2002036581796265,0.49804133237044834,1.040064907214711,0.0,0.17739373101473227,1.4235261016485576,1.6342773659815553
42,Mario Jones,D,East Sarahhaven,-1.4734426084241932,2.470319054066138,0.5555147996418887,-0.1295645997697926,0.0,2.74388816146621,1.4153674482006355,1.4228266455140413
43,Terry Holder,D,Barnesburgh,-1.8837980302264068,1.2306859689559675,-0.008225323253170772,-0.33511076122174216,0.0,0.08937426873325334,1.413865823898438,-0.9964481457453522
44,Tony Nunez,D,West Erin,1.3727959618197763,-0.31473501180206065,0.4534930710454699,0.23207086475411162,0.0,-0.6052475649576539,1.399260665535862,1.7436248858172971
45,Jonathan Marquez,D,South Lauren,0.7295820823429685,-0.588235606878901,0.8667196906186482,0.9757527472811901,0.0,0.4279562722831426,1.3878303478272573,1.9838189133639057
46,Erik Medina,D,North Susanberg,-0.2507628989529561,-2.651053744520895,-0.2600297253731288,0.0901671453834498,0.0,2.0210866275963157,1.3859102840516675,-3.07167922346353
47,Gregory Dickerson,F,Hunterborough,-0.10730490587764478,1.250566050684722,-0.10232694169069173,0.8920649052262747,0.0,1.067643193112571,1.3493196652591668,1.9329991083426603
48,Nicholas Nelson,F,Port David,-1.3579748457960472,0.2893943809516308,0.6390174745168774,1.1751670804754737,0.0,0.37310118702348094,1.3467132081977458,0.7456040901479347
49,Christopher Jones,F,Nelsonhaven,0.01566024612352334,0.3462445167786522,0.20983265348513358,1.1734761733975083,0.0,0.9648479514372116,1.3429683342598455,1.7452135897848176
50,Daniel Fox,G,West Susanchester,0.0,0.0,0.0,0.0,0.5573993749154377,0.8749876737824448,1.3361662349012435,0.5573993749154377
