game_id,week,home_team,away_team,period,time_seconds,event_type,description,home_score,away_score,tag
1,1,Kramerville,Theodoreberg,1,0.00,period_start,Start of Period 1,0,0,
1,1,Kramerville,Theodoreberg,1,46.07,penalty,Home team penalty,0,0,home_penalty
1,1,Kramerville,Theodoreberg,1,46.07,pp_start,Away power play starts (home shorthanded),0,0,away_pp
1,1,Kramerville,Theodoreberg,1,46.07,line_change,Both teams change forwards and defense,0,0,
1,1,Kramerville,Theodoreberg,1,96.41,penalty,Away team penalty,0,0,away_penalty
1,1,Kramerville,Theodoreberg,1,96.41,pp_start,Home power play starts (away shorthanded),0,0,home_pp
1,1,Kramerville,Theodoreberg,1,96.41,line_change,Both teams change forwards and defense,0,0,
1,1,Kramerville,Theodoreberg,1,161.81,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,163.16,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,166.07,pp_end,Home back to full strength,0,0,home_full
1,1,Kramerville,Theodoreberg,1,166.07,line_change,Both teams change forwards and defense,0,0,
1,1,Kramerville,Theodoreberg,1,216.41,pp_end,Away back to full strength,0,0,away_full
1,1,Kramerville,Theodoreberg,1,216.41,line_change,Both teams change forwards and defense,0,0,
1,1,Kramerville,Theodoreberg,1,249.51,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,257.92,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,267.15,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,272.14,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,281.81,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,303.17,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,309.51,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,316.81,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,331.17,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,356.79,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,362.01,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,364.35,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,371.15,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,404.26,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,411.89,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,416.13,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,416.38,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,437.27,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,463.53,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,467.69,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,471.51,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,473.52,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,504.44,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,523.46,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,524.25,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,531.62,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,555.40,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,571.49,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,577.97,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,579.04,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,595.56,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,620.72,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,635.27,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,636.89,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,637.34,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,663.25,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,669.24,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,688.04,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,690.80,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,708.96,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,710.69,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,731.03,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,739.88,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,751.52,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,767.86,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,777.20,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,787.64,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,788.54,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,811.53,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,833.86,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,834.44,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,837.84,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,854.43,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,876.82,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,884.36,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,885.00,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,885.35,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,916.97,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,919.79,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,922.18,line_change,Away defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,925.51,line_change,Home defensive pair change,0,0,
1,1,Kramerville,Theodoreberg,1,959.57,line_change,Home forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,964.05,line_change,Away forward line change,0,0,
1,1,Kramerville,Theodoreberg,1,966.72,goal,Home team scores! 1-0,1,0,even
1,1,Kramerville,Theodoreberg,1,966.72,line_change,Both teams change forwards and defense,1,0,
1,1,Kramerville,Theodoreberg,1,1005.24,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,1,1011.38,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,1,1012.37,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,1,1020.08,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,1,1035.82,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,1,1043.75,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,1,1057.77,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,1,1069.07,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,1,1075.45,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,1,1084.55,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,1,1108.72,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,1,1112.24,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,1,1114.50,penalty,Home team penalty,1,0,home_penalty
1,1,Kramerville,Theodoreberg,1,1114.50,pp_start,Away power play starts (home shorthanded),1,0,away_pp
1,1,Kramerville,Theodoreberg,1,1114.50,line_change,Both teams change forwards and defense,1,0,
1,1,Kramerville,Theodoreberg,1,1178.15,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,1,1180.60,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1200.00,period_end,End of Period 1,1,0,
1,1,Kramerville,Theodoreberg,2,1200.00,period_start,Start of Period 2,1,0,
1,1,Kramerville,Theodoreberg,2,1219.91,line_change,Away defensive pair change,1,0,
