rank,player,position,team,offense,defense,stamina,discipline,total
1,Jason Miller,F,Pachecofurt,3.2114590812601107,1.182366800116363,0.26836236460211604,0.43561504071579,4.393825881376474
2,Randy Romero,D,Millerport,3.1150804186027465,0.008921571072818633,0.753121522050245,-1.1076418807317603,3.1240019896755653
3,Andrew Cox,G,New Paul,2.74388816146621,1.4153674482006355,-0.532398019591698,0.8570771890173079,4.159255609666845
4,Victor Richardson,D,Bensonshire,2.6893938411786156,0.5014845768991927,0.8569283843571346,-1.0060843091266085,3.1908784180778085
5,Ryan Allen,F,Robertsonport,2.6884687587919474,-0.6970909291473695,-0.006413649454306852,1.0141777719620761,1.9913778296445779
6,Garrett Hall,F,North Garymouth,2.4772778422844706,-0.5708461354973579,-1.9825099834551665,-0.35233431717949193,1.9064317067871128
7,Jeremy Powell,D,Port Shannon,2.3238155580522264,0.6668974985893398,0.007338788228394866,1.061518216765764,2.990713056641566
8,Eddie Jones,D,New Paul,2.12784604359458,-0.08724081632376712,1.1737298975570625,0.09402401549217423,2.0406052272708126
9,Joshua Rivera,F,North Garymouth,2.120938551836118,-1.2635745133568745,-0.03143839192447576,0.6789397432168752,0.8573640384792434
10,Phillip Smith,F,Riosstad,2.097170433014107,-1.5341659208489373,-1.1313584098112834,0.5507523777090381,0.5630045121651697
11,Christopher Reynolds,F,Port Shannon,2.078633719664941,2.0795710923215633,-0.9898026957646858,-1.1423245433763303,4.158204811986504
12,Matthew Jones,D,Barnesport,2.029441187925636,0.3246386729653461,0.41541362769803536,-1.3550447931463139,2.354079860890982
13,Kyle Wilson,G,Pachecofurt,2.0210866275963157,1.3859102840516675,-1.1139790207398306,0.3753206090559518,3.4069969116479832
14,Anthony Perez 2,F,Bensonshire,2.0156334171746217,0.5840405827927724,0.6956712579359984,0.8228571908030965,2.5996739999673943
15,Jacob Thomas,D,Amberfurt,1.9763675457415129,-0.08410315936646932,0.16367168761227058,-0.5959177980716928,1.8922643863750435
16,Victor Franklin,G,North Garymouth,1.954280345496108,-0.767247431873367,0.958630586714893,0.29209455977072385,1.1870329136227409
17,Jorge Hodges,F,Debraside,1.9485053990437902,0.47438820325283354,0.827941241032091,-1.6560773427520308,2.422893602296624
18,Nicholas Santiago,G,Port Scott,1.9378489506029466,-1.4606598664026924,0.26063454992087903,0.158030781867183,0.4771890842002542
19,Ronald Willis,F,North Keithchester,1.907964204716896,0.32910031203808504,-0.9092160243623539,1.2236971690532708,2.237064516754981
20,Ryan Sanford,F,Debraside,1.8892259050311264,-1.715222407926265,-2.389219579278124,0.5029777317126163,0.1740034971048614
21,Eric Robertson,F,West Patriciaside,1.8880802512349082,0.33230904395151867,0.9773225013728157,0.6532919720618161,2.220389295186427
22,Charles Alexander,F,North Keithchester,1.7963579138314063,-0.279262966075918,0.1372462435485854,-0.7731496640047018,1.5170949477554883
23,Troy Bowman,G,North Keithchester,1.7876601938534251,-0.2594142648497349,-1.6266367800230948,-0.5802359840252804,1.5282459290036903
24,Gregory Shea,D,Port Christiebury,1.7725468262173247,0.4842005028814408,-2.683119747570927,0.5656000243643048,2.2567473290987654
25,Joseph Lopez,G,Port Haroldberg,1.7587651133065183,-0.6325003940992644,-0.23797112680446636,0.9404009224347369,1.126264719207254
26,Michael Stephens,F,Millerport,1.7435055324303685,1.27935328973639,-1.9044751720715256,-0.4058370767451672,3.0228588221667585
27,Anthony Wright,D,Amberfurt,1.6841737375629289,0.7842835454853996,-0.8704055467762059,-1.8899167714806577,2.4684572830483287
28,Michael Mitchell,F,Debraside,1.6660032054204224,-1.306376533523456,1.562384376282832,-0.0947408151370436,0.3596266718969663
29,Hunter Hunt,F,Kramerville,1.6647914798843,-0.10482605496134481,-0.1627191381504307,-0.026564080611261042,1.559965424922955
30,Casey Bowers,F,Torresport,1.647542292289033,1.9709925598612485,-0.1836090731807832,-0.49009703762836326,3.6185348521502814
31,Kevin Pace,F,Barnesport,1.643215143763452,-0.3052408825072285,-1.6099618616370692,-0.21174698489869273,1.3379742612562233
32,Terry Holder,D,West Patriciaside,1.6400612388278673,0.11437041966577681,0.5038465513951904,-0.6165014088164702,1.7544316584936441
33,Christian Cox,F,Laurenview,1.6217994464968934,1.7477772663393392,0.2633689339071192,-0.16632624966022444,3.3695767128362326
34,Bill Webb,F,Bobbyborough,1.6134628793814274,0.5770867894583518,-0.8951656719946142,0.40923487669870506,2.190549668839779
35,James Garcia,F,Robertsonport,1.5663078060127598,-0.7354313998252315,-0.5108624848589857,2.82819024075188,0.8308764061875282
36,Brett Calhoun,F,Port Lisa,1.5547343484048874,0.22765185939848942,-1.2142702400075727,-0.31482508159971406,1.782386207803377
37,Shawn Rios,D,Kramerville,1.5431995183806668,-0.48807475474953765,0.4829623897327447,-0.03709964600942554,1.0551247636311292
38,Darren Phillips,F,Montgomeryburgh,1.5326834227374273,1.3612264998853976,1.2597339679533053,-0.46811406915750087,2.893909922622825
39,Michael Burke,F,Port Lisa,1.5297090116218748,0.6957899135139468,0.5662128337068427,0.35971250514353625,2.2254989251358217
40,Devin Day,F,North Garymouth,1.525464859479939,0.35453862584217455,-1.0746486358451195,-1.1571973097197994,1.8800034853221135
41,Joseph Stevens,F,Port Stacey,1.5230071790203978,-1.3969864573586777,1.1319418394533556,-0.3859640566192501,0.12602072166172018
