game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
1,1,China,Kazakhstan,0,21,29,2.0579,2.8191,0.2401,0.1358,3,2,4,3,6,7,7,6,12,16
2,1,Denmark,Poland,0,27,30,3.6719,3.45,0.182,0.2215,2,3,3,2,8,6,6,8,16,12
3,1,Great Britain,Canada,0,37,28,4.5217,3.4174,0.236,0.2078,7,6,12,10,6,4,4,6,12,8
4,1,Ukraine,Norway,0,21,29,1.6704,4.0471,0.1268,0.2336,1,5,1,10,9,1,1,9,18,2
5,1,Belarus,Russia,0,21,36,1.9135,4.9953,0.1441,0.2575,0,6,0,10,5,6,6,5,10,12
6,1,Netherlands,Croatia,1,27,24,3.5277,3.6967,0.2429,0.2583,1,2,1,2,11,6,6,11,24,12
7,1,Slovenia,Finland,0,30,21,2.9925,2.9696,0.1593,0.2573,6,2,10,3,6,5,5,6,12,10
8,1,Czech Republic,Japan,0,33,19,3.5853,2.2911,0.1625,0.1642,4,3,6,6,4,5,5,4,8,10
9,1,Austria,France,1,26,31,2.7235,3.6155,0.1716,0.1804,2,3,4,6,7,4,4,7,14,8
10,1,Italy,Germany,0,41,24,5.0286,2.7326,0.1609,0.1963,5,3,8,4,6,5,5,6,12,10
11,1,Sweden,Switzerland,1,32,27,3.4384,3.5738,0.2087,0.1789,1,2,2,2,5,6,6,5,10,12
12,1,Hungary,South Korea,0,48,23,5.491,2.4001,0.2324,0.2261,7,3,12,5,9,9,9,9,18,23
13,1,Belgium,United States,0,30,23,3.2475,2.3741,0.1779,0.2088,3,5,5,8,4,6,6,4,8,12
14,1,Estonia,Latvia,0,24,28,2.1131,3.3322,0.1353,0.2626,3,2,6,4,11,8,8,11,22,16
15,1,Lithuania,Romania,0,16,27,1.8879,2.1716,0.144,0.1293,3,2,6,2,7,3,3,7,14,6
16,1,Spain,Slovakia,0,19,20,1.9859,2.172,0.1451,0.154,3,2,5,4,4,6,6,4,8,12
17,2,Denmark,Russia,0,26,29,1.9678,4.8234,0.133,0.2594,2,8,2,14,13,4,4,13,32,8
18,2,Austria,Poland,0,30,39,3.2827,4.6603,0.1632,0.2295,3,4,6,4,10,4,4,10,20,8
19,2,Croatia,Spain,0,44,29,5.9779,3.6991,0.2694,0.1792,7,2,9,4,9,7,7,9,18,14
20,2,Canada,Norway,0,22,29,2.2998,3.5319,0.1353,0.209,6,3,11,6,7,3,3,7,16,6
21,2,Sweden,Kazakhstan,0,27,26,2.8483,3.7247,0.1699,0.2182,3,2,5,4,8,8,8,8,16,19
22,2,Great Britain,United States,1,23,21,2.7651,2.1897,0.1718,0.1479,3,2,6,4,6,4,4,6,12,8
23,2,Japan,Belarus,1,32,30,3.8764,2.9004,0.2374,0.1584,4,3,7,6,3,9,9,3,6,18
24,2,Slovenia,Italy,1,31,28,3.9875,3.7902,0.1802,0.1674,5,6,5,10,6,4,4,6,12,8
25,2,China,Belgium,0,22,24,2.2639,2.0474,0.163,0.2135,4,5,7,9,10,4,4,10,20,10
26,2,Estonia,Czech Republic,0,24,33,3.0437,4.0324,0.1699,0.2081,4,3,6,5,9,2,2,9,21,4
27,2,Finland,Switzerland,1,26,32,2.9423,3.944,0.1453,0.2483,2,3,3,6,9,7,7,9,18,14
