game_id,week,home_team,away_team,home_score,away_score,went_ot,winner,loser
1,1,China,Kazakhstan,5,0,0,China,Kazakhstan
2,1,Denmark,Poland,3,4,0,Poland,Denmark
3,1,Great Britain,Canada,3,2,0,Great Britain,Canada
4,1,Ukraine,Norway,3,4,0,Norway,Ukraine
5,1,Belarus,Russia,4,2,0,Belarus,Russia
6,1,Netherlands,Croatia,3,1,0,Netherlands,Croatia
7,1,Slovenia,Finland,3,4,0,Finland,Slovenia
8,1,Czech Republic,Japan,3,4,1,Japan,Czech Republic
9,1,Austria,France,4,5,0,France,Austria
10,1,Italy,Germany,4,2,0,Italy,Germany
11,1,Sweden,Switzerland,3,5,0,Switzerland,Sweden
12,1,Hungary,South Korea,4,3,0,Hungary,South Korea
13,1,Belgium,United States,1,5,0,United States,Belgium
14,1,Estonia,Latvia,2,5,0,Latvia,Estonia
15,1,Lithuania,Romania,3,0,0,Lithuania,Romania
16,1,Spain,Slovakia,2,3,1,Slovakia,Spain
17,2,Denmark,Russia,5,2,0,Denmark,Russia
18,2,Austria,Poland,2,0,0,Austria,Poland
19,2,Croatia,Spain,2,3,1,Spain,Croatia
20,2,Canada,Norway,6,4,0,Canada,Norway
21,2,Sweden,Kazakhstan,2,3,0,Kazakhstan,Sweden
22,2,Great Britain,United States,2,4,0,United States,Great Britain
23,2,Japan,Belarus,3,4,0,Belarus,Japan
24,2,Slovenia,Italy,5,1,0,Slovenia,Italy
25,2,China,Belgium,2,4,0,Belgium,China
26,2,Estonia,Czech Republic,4,3,0,Estonia,Czech Republic
27,2,Finland,Switzerland,1,4,0,Switzerland,Finland
28,2,Ukraine,Germany,1,5,0,Germany,Ukraine
29,2,Latvia,France,5,4,0,Latvia,France
30,2,Netherlands,South Korea,3,2,0,Netherlands,South Korea
31,2,Hungary,Slovakia,2,6,0,Slovakia,Hungary
32,2,Romania,Lithuania,1,2,0,Lithuania,Romania
33,3,Czech Republic,Russia,1,2,1,Russia,Czech Republic
34,3,Croatia,Hungary,2,3,0,Hungary,Croatia
35,3,Belgium,Denmark,3,2,0,Belgium,Denmark
36,3,Spain,China,3,2,0,Spain,China
37,3,Italy,France,7,1,0,Italy,France
38,3,Canada,Estonia,4,3,0,Canada,Estonia
39,3,Japan,South Korea,2,3,1,South Korea,Japan
40,3,Netherlands,Finland,4,3,1,Netherlands,Finland
41,3,Lithuania,Austria,7,1,0,Lithuania,Austria
42,3,United States,Kazakhstan,2,3,0,Kazakhstan,United States
43,3,Poland,Slovakia,2,3,1,Slovakia,Poland
44,3,Belarus,Slovenia,4,5,1,Slovenia,Belarus
45,3,Switzerland,Romania,1,8,0,Romania,Switzerland
46,3,Norway,Ukraine,3,0,0,Norway,Ukraine
47,3,Sweden,Germany,2,4,0,Germany,Sweden
48,3,Great Britain,Latvia,3,4,1,Latvia,Great Britain
49,4,Slovenia,Russia,3,4,1,Russia,Slovenia
50,4,Czech Republic,Lithuania,4,2,0,Czech Republic,Lithuania
51,4,Ukraine,Denmark,5,4,0,Ukraine,Denmark
52,4,France,Estonia,3,4,1,Estonia,France
53,4,Austria,Sweden,3,8,0,Sweden,Austria
54,4,China,Croatia,1,3,0,Croatia,China
55,4,Italy,Germany,4,8,0,Germany,Italy
56,4,Finland,Great Britain,5,6,0,Great Britain,Finland
57,4,South Korea,Norway,2,1,0,South Korea,Norway
58,4,Latvia,Hungary,3,4,0,Hungary,Latvia
59,4,Spain,Canada,3,0,0,Spain,Canada
60,4,Slovakia,Japan,3,0,0,Slovakia,Japan
61,4,Belarus,Kazakhstan,3,6,0,Kazakhstan,Belarus
62,4,United States,Switzerland,3,2,0,United States,Switzerland
63,4,Poland,Netherlands,2,7,0,Netherlands,Poland
64,4,Belgium,Romania,5,1,0,Belgium,Romania
65,5,Sweden,Russia,2,1,0,Sweden,Russia
66,5,Norway,Denmark,2,3,0,Denmark,Norway
67,5,Slovenia,Croatia,4,3,0,Slovenia,Croatia
68,5,Austria,South Korea,8,0,0,Austria,South Korea
69,5,Latvia,Italy,4,5,1,Italy,Latvia
70,5,Estonia,China,5,1,0,Estonia,China
71,5,Belgium,Great Britain,3,2,1,Belgium,Great Britain
72,5,Germany,Czech Republic,5,0,0,Germany,Czech Republic
73,5,Finland,United States,3,7,0,United States,Finland
74,5,Spain,France,4,2,0,Spain,France
75,5,Japan,Lithuania,3,4,1,Lithuania,Japan
76,5,Ukraine,Belarus,2,1,0,Ukraine,Belarus
77,5,Netherlands,Canada,4,5,1,Canada,Netherlands
78,5,Poland,Switzerland,3,2,1,Poland,Switzerland
79,5,Romania,Slovakia,2,3,0,Slovakia,Romania
80,5,Hungary,Kazakhstan,0,3,0,Kazakhstan,Hungary
81,6,Lithuania,Russia,1,2,0,Russia,Lithuania
82,6,Denmark,Belgium,3,4,0,Belgium,Denmark
83,6,France,Sweden,3,8,0,Sweden,France
84,6,Belarus,Norway,6,5,1,Belarus,Norway
85,6,China,Hungary,4,2,0,China,Hungary
86,6,Austria,Switzerland,3,6,0,Switzerland,Austria
87,6,Czech Republic,Slovakia,4,2,0,Czech Republic,Slovakia
88,6,Germany,South Korea,1,2,0,South Korea,Germany
89,6,Slovenia,Spain,4,3,0,Slovenia,Spain
90,6,Italy,Romania,6,4,0,Italy,Romania
91,6,Kazakhstan,Japan,3,2,1,Kazakhstan,Japan
92,6,Great Britain,United States,1,4,0,United States,Great Britain
93,6,Poland,Croatia,2,6,0,Croatia,Poland
94,6,Finland,Canada,3,2,0,Finland,Canada
95,6,Estonia,Latvia,4,5,0,Latvia,Estonia
96,6,Netherlands,Ukraine,5,6,0,Ukraine,Netherlands
97,7,Russia,Austria,1,3,0,Austria,Russia
98,7,Denmark,Great Britain,6,4,0,Denmark,Great Britain
99,7,Belgium,China,3,2,1,Belgium,China
100,7,Slovakia,Sweden,3,1,0,Slovakia,Sweden
101,7,Norway,France,4,3,0,Norway,France
102,7,Spain,Finland,4,3,0,Spain,Finland
103,7,Japan,Canada,2,6,0,Canada,Japan
104,7,Lithuania,Ukraine,0,3,0,Ukraine,Lithuania
105,7,Croatia,South Korea,2,3,0,South Korea,Croatia
106,7,Kazakhstan,Italy,3,2,0,Kazakhstan,Italy
107,7,Estonia,Slovenia,0,3,0,Slovenia,Estonia
108,7,Switzerland,Germany,5,2,0,Switzerland,Germany
109,7,United States,Poland,5,0,0,United States,Poland
110,7,Hungary,Latvia,2,5,0,Latvia,Hungary
111,7,Belarus,Romania,0,1,0,Romania,Belarus
112,7,Netherlands,Czech Republic,3,2,0,Netherlands,Czech Republic
113,8,Russia,Canada,5,4,1,Russia,Canada
114,8,Sweden,Denmark,4,5,1,Denmark,Sweden
115,8,Kazakhstan,China,5,2,0,Kazakhstan,China
116,8,Belgium,Estonia,3,2,0,Belgium,Estonia
117,8,Finland,France,4,3,1,Finland,France
118,8,South Korea,Spain,7,3,0,South Korea,Spain
119,8,Slovakia,Slovenia,3,0,0,Slovakia,Slovenia
120,8,Austria,Norway,5,2,0,Austria,Norway
121,8,Ukraine,Italy,4,0,0,Ukraine,Italy
122,8,Hungary,Japan,2,6,0,Japan,Hungary
123,8,Belarus,Germany,2,4,0,Germany,Belarus
124,8,Switzerland,Lithuania,5,4,1,Switzerland,Lithuania
125,8,Netherlands,Great Britain,3,7,0,Great Britain,Netherlands
126,8,United States,Latvia,2,1,0,United States,Latvia
127,8,Croatia,Romania,2,3,1,Romania,Croatia
128,8,Poland,Czech Republic,6,2,0,Poland,Czech Republic
129,9,Norway,Russia,3,4,1,Russia,Norway
130,9,Denmark,Ukraine,4,2,0,Denmark,Ukraine
131,9,Estonia,Belgium,3,2,0,Estonia,Belgium
132,9,France,Japan,5,4,1,France,Japan
133,9,Hungary,China,1,5,0,China,Hungary
134,9,Austria,Switzerland,1,4,0,Switzerland,Austria
135,9,Sweden,Finland,5,6,1,Finland,Sweden
136,9,Slovakia,Croatia,2,3,1,Croatia,Slovakia
137,9,Lithuania,Poland,4,1,0,Lithuania,Poland
138,9,Kazakhstan,South Korea,4,3,0,Kazakhstan,South Korea
139,9,Canada,Great Britain,3,4,1,Great Britain,Canada
140,9,Slovenia,Germany,2,3,0,Germany,Slovenia
141,9,Latvia,Belarus,2,1,0,Latvia,Belarus
142,9,Czech Republic,Romania,4,3,1,Czech Republic,Romania
143,9,Spain,Italy,3,6,0,Italy,Spain
144,9,Netherlands,United States,2,1,0,Netherlands,United States
145,10,Russia,Hungary,3,1,0,Russia,Hungary
146,10,Slovakia,Belgium,2,4,0,Belgium,Slovakia
147,10,Canada,Norway,3,4,1,Norway,Canada
148,10,China,Ukraine,2,1,1,China,Ukraine
149,10,France,Italy,4,3,1,France,Italy
150,10,Austria,Denmark,7,2,0,Austria,Denmark
151,10,Latvia,Finland,2,5,0,Finland,Latvia
152,10,Slovenia,Japan,4,3,0,Slovenia,Japan
153,10,Spain,Sweden,4,3,0,Spain,Sweden
154,10,Romania,Switzerland,7,0,0,Romania,Switzerland
155,10,Kazakhstan,Croatia,5,6,1,Croatia,Kazakhstan
156,10,Germany,Great Britain,1,5,0,Great Britain,Germany
157,10,Estonia,Netherlands,5,4,0,Estonia,Netherlands
158,10,Lithuania,Czech Republic,6,3,0,Lithuania,Czech Republic
159,10,Belarus,United States,5,2,0,Belarus,United States
160,10,Poland,South Korea,2,1,1,Poland,South Korea
161,11,Japan,Russia,3,2,0,Japan,Russia
162,11,Belgium,Belarus,4,5,1,Belarus,Belgium
163,11,Finland,Poland,5,4,1,Finland,Poland
164,11,United States,China,4,3,1,United States,China
165,11,Romania,Norway,3,2,0,Romania,Norway
166,11,Canada,Slovakia,5,4,1,Canada,Slovakia
167,11,Ukraine,Spain,1,3,0,Spain,Ukraine
168,11,Croatia,Slovenia,3,1,0,Croatia,Slovenia
169,11,France,Italy,3,2,0,France,Italy
170,11,Lithuania,Switzerland,2,1,0,Lithuania,Switzerland
171,11,Germany,Hungary,1,2,0,Hungary,Germany
172,11,Denmark,Czech Republic,4,1,0,Denmark,Czech Republic
173,11,Great Britain,Austria,2,1,1,Great Britain,Austria
174,11,Estonia,Latvia,2,3,1,Latvia,Estonia
175,11,Kazakhstan,South Korea,1,5,0,South Korea,Kazakhstan
176,11,Netherlands,Sweden,7,3,0,Netherlands,Sweden
177,12,Denmark,Russia,2,3,1,Russia,Denmark
178,12,Slovakia,Czech Republic,5,4,1,Slovakia,Czech Republic
179,12,Hungary,Ukraine,6,5,1,Hungary,Ukraine
180,12,Norway,Belarus,4,2,0,Norway,Belarus
181,12,Romania,Finland,2,3,1,Finland,Romania
182,12,Japan,Slovenia,2,3,0,Slovenia,Japan
183,12,Canada,Netherlands,4,5,0,Netherlands,Canada
184,12,South Korea,Spain,5,6,1,Spain,South Korea
