game_id,week,home_team,away_team,home_line_type,home_pairing_type,away_line_type,away_pairing_type,home_goalie,away_goalie,went_ot,toi,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
1,1,China,Kazakhstan,top,top,top,top,Jeremy Duncan,Damon Glover,0,254.8,4,0,0.2562,0.0,0.064,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,top,secondary,top,Jeremy Duncan,Damon Glover,0,220.24,2,1,0.2284,0.0439,0.145,0.0439,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,top,secondary,secondary,Jeremy Duncan,Damon Glover,0,72.76,0,2,0.0,0.0901,0.0,0.0451,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,secondary,secondary,secondary,Jeremy Duncan,Damon Glover,0,120.36,0,1,0.0,0.0713,0.0,0.0713,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,secondary,secondary,Jeremy Duncan,Damon Glover,0,198.76,1,1,0.1223,0.0967,0.1223,0.0967,1,0,2,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,top,secondary,Jeremy Duncan,Damon Glover,0,222.89,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,top,secondary,Jeremy Duncan,Damon Glover,0,35.98,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,top,top,Jeremy Duncan,Damon Glover,0,198.74,2,3,0.2038,0.2986,0.1369,0.1087,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,secondary,secondary,Jeremy Duncan,Damon Glover,0,85.72,1,0,0.1058,0.0,0.1058,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,PP,PP,PK,PK,Jeremy Duncan,Damon Glover,0,724.37,9,1,1.0579,0.0715,0.137,0.0715,1,0,2,0,2,7,7,2,4,14
1,1,China,Kazakhstan,top,top,top,secondary,Jeremy Duncan,Damon Glover,0,42.19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
