game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
1,1,China,Kazakhstan,0,26,16,2.5432,1.372,0.145,0.1296,3,1,6,2,6,7,7,6,14,14
2,1,Denmark,Poland,0,29,27,3.0789,2.4021,0.1662,0.1487,4,0,6,0,3,5,5,3,6,10
3,1,Great Britain,Canada,0,23,34,2.5539,4.1796,0.1584,0.2118,3,2,5,3,11,3,3,11,22,6
4,1,Ukraine,Norway,0,34,26,3.6609,3.4629,0.2085,0.2449,4,2,7,4,5,8,8,5,10,19
5,1,Belarus,Russia,1,29,19,2.8055,2.4152,0.1421,0.17,2,3,4,4,1,8,8,1,2,16
6,1,Netherlands,Croatia,0,23,24,2.8334,3.8448,0.2057,0.2539,3,4,6,7,5,3,3,5,10,6
7,1,Slovenia,Finland,0,27,20,3.0679,2.8482,0.2316,0.231,1,4,2,7,7,8,8,7,14,16
8,1,Czech Republic,Japan,1,38,33,4.1853,4.5417,0.1736,0.2009,5,4,5,5,8,9,9,8,16,18
9,1,Austria,France,0,29,31,3.7616,3.9344,0.1814,0.2425,6,2,11,3,8,10,10,8,16,20
10,1,Italy,Germany,1,24,25,2.9941,3.1375,0.2374,0.249,2,3,3,3,8,9,9,8,16,18
11,1,Sweden,Switzerland,0,23,20,2.811,2.7852,0.1609,0.2445,1,2,2,1,6,7,7,6,12,14
12,1,Hungary,South Korea,1,45,29,4.418,3.3069,0.14,0.2177,4,3,6,5,10,9,9,10,20,20
13,1,Belgium,United States,1,30,37,3.1559,3.8369,0.248,0.1536,5,6,6,8,8,4,4,8,16,8
14,1,Estonia,Latvia,0,26,32,2.4008,3.2364,0.1423,0.1308,1,6,2,11,3,4,4,3,6,8
15,1,Lithuania,Romania,0,18,26,2.3166,2.6399,0.2209,0.1883,2,1,2,2,8,6,6,8,18,12
16,1,Spain,Slovakia,1,23,24,2.4948,2.6907,0.2178,0.1566,3,2,6,4,4,10,10,4,8,20
17,2,Denmark,Russia,0,25,17,2.5141,2.3853,0.1831,0.1916,3,4,3,6,4,5,5,4,8,10
18,2,Austria,Poland,0,19,15,2.4234,1.6744,0.1889,0.2322,1,2,0,3,7,6,6,7,14,12
19,2,Croatia,Spain,1,33,34,4.8273,3.5596,0.2386,0.2273,4,5,5,9,6,8,8,6,12,16
20,2,Canada,Norway,1,30,38,3.0643,4.0236,0.1441,0.1474,2,3,3,6,3,2,2,3,6,4
21,2,Sweden,Kazakhstan,0,30,18,3.4105,2.2397,0.1945,0.2289,3,2,6,4,5,6,6,5,10,14
22,2,Great Britain,United States,0,23,24,2.9582,2.5605,0.1813,0.2188,2,5,4,6,5,5,5,5,10,10
23,2,Japan,Belarus,0,16,31,1.6747,3.3883,0.1801,0.2105,2,3,4,4,9,4,4,9,18,8
24,2,Slovenia,Italy,0,27,26,3.7284,3.4661,0.18,0.1601,7,4,12,5,6,4,4,6,14,8
25,2,China,Belgium,0,30,22,3.2587,2.1848,0.2094,0.2217,2,3,4,4,5,5,5,5,12,10
26,2,Estonia,Czech Republic,0,24,38,3.3636,3.7814,0.173,0.1492,4,3,6,5,5,6,6,5,10,12
27,2,Finland,Switzerland,0,24,26,2.8687,3.0574,0.1929,0.2368,2,3,3,6,4,6,6,4,8,12
28,2,Ukraine,Germany,0,35,31,3.7098,3.4376,0.1792,0.1707,1,3,2,4,7,6,6,7,14,12
29,2,Latvia,France,0,35,30,4.4887,3.0517,0.1652,0.1575,2,3,2,4,6,2,2,6,12,4
30,2,Netherlands,South Korea,1,28,24,3.7338,2.4847,0.2376,0.1585,2,1,3,2,4,10,10,4,8,22
31,2,Hungary,Slovakia,0,29,31,2.943,4.5305,0.2148,0.2376,2,3,4,6,14,8,8,14,28,16
32,2,Romania,Lithuania,0,27,22,2.2538,2.4771,0.221,0.1431,0,2,0,2,6,6,6,6,12,12
33,3,Czech Republic,Russia,0,26,23,2.4764,3.7207,0.1976,0.1883,2,5,4,9,5,6,6,5,10,12
34,3,Croatia,Hungary,1,47,31,6.8424,3.7583,0.258,0.2438,6,7,6,9,6,9,9,6,12,18
35,3,Belgium,Denmark,0,35,28,4.5686,2.5298,0.1667,0.1547,4,0,6,0,3,8,8,3,6,16
36,3,Spain,China,1,31,21,3.2278,2.1487,0.2145,0.1694,2,1,4,2,4,8,8,4,8,16
37,3,Italy,France,0,35,33,4.4403,4.3267,0.2046,0.1789,2,4,2,6,4,2,2,4,8,4
38,3,Canada,Estonia,0,32,29,3.585,3.4195,0.211,0.2164,8,4,12,7,6,8,8,6,12,16
39,3,Japan,South Korea,1,36,19,3.7065,2.2149,0.167,0.2312,2,3,3,3,11,10,10,11,22,20
40,3,Netherlands,Finland,0,24,28,2.5904,3.9764,0.1889,0.1714,2,3,3,5,7,3,3,7,14,6
41,3,Lithuania,Austria,0,19,20,2.6967,1.6821,0.1856,0.144,0,3,0,4,7,8,8,7,14,16
42,3,United States,Kazakhstan,0,32,22,3.9906,3.1122,0.2478,0.2252,5,3,10,4,5,11,11,5,10,22
43,3,Poland,Slovakia,0,28,28,1.9546,3.2397,0.1285,0.2413,0,3,0,4,4,5,5,4,8,10
44,3,Belarus,Slovenia,0,29,39,4.3058,4.4656,0.2284,0.1566,3,5,6,8,8,7,7,8,18,14
45,3,Switzerland,Romania,0,16,25,1.7627,2.8486,0.2165,0.1698,3,2,3,3,9,4,4,9,18,8
46,3,Norway,Ukraine,0,21,28,2.6502,3.2035,0.2403,0.2087,4,2,6,3,9,6,6,9,18,12
47,3,Sweden,Germany,0,31,27,3.3908,3.0555,0.1578,0.1553,3,2,3,4,5,6,6,5,10,12
48,3,Great Britain,Latvia,1,24,43,2.657,6.8992,0.2053,0.2464,6,5,7,10,13,4,4,13,29,10
49,4,Slovenia,Russia,0,30,24,2.8767,4.6246,0.1558,0.2709,4,3,6,5,6,4,4,6,12,8
50,4,Czech Republic,Lithuania,0,26,24,2.3261,3.7207,0.1686,0.1998,2,3,3,5,7,5,5,7,14,10
51,4,Ukraine,Denmark,1,22,16,2.2498,1.6072,0.1547,0.2225,3,2,5,4,5,4,4,5,12,8
52,4,France,Estonia,0,35,21,3.379,2.3948,0.17,0.1678,6,2,10,3,2,8,8,2,4,16
53,4,Austria,Sweden,1,31,42,3.5942,5.5259,0.1809,0.2361,5,4,7,5,11,5,5,11,24,10
54,4,China,Croatia,0,29,28,3.6756,3.1648,0.2261,0.2295,0,1,0,2,6,6,6,6,12,12
55,4,Italy,Germany,0,31,15,4.0824,1.9505,0.2395,0.1715,3,2,4,4,4,8,8,4,8,16
56,4,Finland,Great Britain,1,26,33,3.0818,3.7621,0.1648,0.1616,3,2,5,4,10,8,8,10,20,16
57,4,South Korea,Norway,1,28,36,2.4532,3.7102,0.1316,0.1491,3,4,6,7,2,2,2,2,4,4
58,4,Latvia,Hungary,0,30,22,3.9084,1.9194,0.2442,0.1514,4,2,3,4,2,8,8,2,4,16
59,4,Spain,Canada,1,28,34,3.1011,4.6786,0.1923,0.2271,4,3,6,5,9,5,5,9,18,10
60,4,Slovakia,Japan,0,23,24,2.4442,2.129,0.1665,0.1866,2,1,2,2,6,6,6,6,12,12
61,4,Belarus,Kazakhstan,1,31,24,4.2032,2.7926,0.2399,0.2295,3,4,5,5,5,11,11,5,10,24
62,4,United States,Switzerland,0,18,16,1.9351,1.9508,0.1624,0.1856,1,2,1,3,8,7,7,8,16,14
63,4,Poland,Netherlands,0,15,37,1.5555,5.3246,0.1503,0.2532,1,4,1,7,15,7,7,15,33,14
64,4,Belgium,Romania,0,18,27,2.0274,2.4018,0.231,0.1933,3,2,4,4,5,7,7,5,10,14
65,5,Sweden,Russia,1,26,24,2.1539,3.4188,0.1408,0.183,4,5,7,8,6,9,9,6,12,18
66,5,Norway,Denmark,0,29,21,3.898,1.804,0.2521,0.1644,5,2,9,4,6,9,9,6,12,18
67,5,Slovenia,Croatia,0,29,25,3.462,3.9951,0.159,0.2416,4,3,7,6,6,8,8,6,12,16
68,5,Austria,South Korea,0,30,47,3.1848,5.9523,0.2244,0.2284,0,1,0,2,11,4,4,11,22,8
69,5,Latvia,Italy,0,28,24,4.3299,2.3819,0.2583,0.1659,3,1,4,2,7,9,9,7,14,18
70,5,Estonia,China,1,33,26,3.019,2.5061,0.1354,0.2024,2,3,3,5,9,8,8,9,18,16
71,5,Belgium,Great Britain,1,19,17,1.8529,1.9293,0.1485,0.1541,0,1,0,1,4,6,6,4,8,12
72,5,Germany,Czech Republic,0,15,35,2.0778,3.8596,0.2072,0.1609,2,3,4,3,3,7,7,3,6,14
73,5,Finland,United States,1,35,40,4.7475,4.1899,0.191,0.228,3,2,6,3,14,9,9,14,28,18
74,5,Spain,France,0,23,39,3.125,5.4619,0.2376,0.2392,4,5,5,7,13,3,3,13,28,6
75,5,Japan,Lithuania,1,31,34,2.6218,4.3431,0.1504,0.2412,1,2,2,2,11,6,6,11,22,12
76,5,Ukraine,Belarus,0,29,28,2.9443,2.9025,0.1441,0.1868,4,3,4,5,9,6,6,9,18,12
77,5,Netherlands,Canada,0,32,26,3.79,3.6246,0.2227,0.2277,3,2,6,2,7,6,6,7,14,12
78,5,Poland,Switzerland,0,20,34,2.4357,4.1933,0.2439,0.2492,2,1,4,2,10,10,10,10,20,20
79,5,Romania,Slovakia,0,19,18,1.3882,2.0862,0.21,0.1579,1,2,0,2,8,3,3,8,16,6
80,5,Hungary,Kazakhstan,1,32,31,3.2682,3.986,0.1685,0.2324,4,5,7,9,11,3,3,11,22,6
81,6,Lithuania,Russia,0,20,24,1.7933,2.6846,0.1445,0.2061,4,2,6,4,4,3,3,4,8,6
82,6,Denmark,Belgium,0,25,27,2.6512,3.5258,0.1791,0.2401,3,4,6,7,10,3,3,10,20,6
83,6,France,Sweden,0,32,21,5.0414,2.7055,0.2746,0.2284,5,4,9,8,5,9,9,5,10,18
84,6,Belarus,Norway,0,24,21,2.7338,2.5075,0.1783,0.1602,2,3,3,5,5,6,6,5,10,12
85,6,China,Hungary,1,37,26,4.6549,2.0593,0.229,0.2242,3,2,2,4,10,15,15,10,20,30
86,6,Switzerland,Austria,0,25,16,3.5189,1.6195,0.2538,0.2062,3,0,4,0,7,8,8,7,14,16
87,6,Czech Republic,Slovakia,0,30,17,3.1374,2.3146,0.1471,0.1744,7,2,9,3,4,6,6,4,8,12
88,6,Germany,South Korea,0,30,33,3.2323,3.6347,0.1559,0.2283,5,2,8,4,5,6,6,5,10,12
89,6,Slovenia,Spain,1,38,26,4.2331,3.5558,0.1571,0.1769,4,5,7,5,4,6,6,4,8,12
90,6,Italy,Romania,1,26,25,2.9476,2.5567,0.1719,0.1653,3,4,5,5,6,7,7,6,12,16
91,6,Kazakhstan,Japan,0,32,27,3.3392,2.2457,0.1653,0.1718,5,4,6,7,2,5,5,2,4,10
92,6,Great Britain,United States,0,32,28,4.4026,2.9089,0.1938,0.1459,5,2,8,4,5,6,6,5,10,12
93,6,Poland,Croatia,0,29,20,3.0625,3.0369,0.2226,0.2508,5,6,8,9,9,5,5,9,18,10
94,6,Finland,Canada,0,24,35,2.7322,3.5556,0.2096,0.1526,0,2,0,3,9,1,1,9,18,2
95,6,Estonia,Latvia,0,39,40,3.5039,4.5587,0.1489,0.2316,4,2,8,1,7,4,4,7,14,8
96,6,Netherlands,Ukraine,1,37,37,4.5704,4.088,0.239,0.1757,2,3,4,4,7,8,8,7,17,16
97,7,Russia,Austria,0,16,18,2.9155,1.5782,0.2538,0.1493,2,0,3,0,6,6,6,6,12,12
98,7,Denmark,Great Britain,0,24,32,2.2418,4.645,0.1271,0.1985,4,3,5,5,12,6,6,12,24,12
99,7,Belgium,China,0,27,21,2.8406,2.3431,0.1604,0.2042,3,2,5,4,4,6,6,4,8,12
100,7,Slovakia,Sweden,0,24,31,2.9407,3.1651,0.1513,0.2004,2,1,4,2,11,2,2,11,22,4
101,7,Norway,France,1,27,33,3.4491,4.051,0.1564,0.2334,7,8,7,12,6,3,3,6,12,6
102,7,Spain,Finland,0,24,26,2.3717,3.2422,0.165,0.2328,1,2,2,3,6,3,3,6,12,6
103,7,Japan,Canada,0,26,34,2.7548,3.6625,0.2099,0.1552,1,3,1,5,7,7,7,7,14,14
104,7,Lithuania,Ukraine,0,17,19,1.8936,1.6374,0.1566,0.1845,3,1,3,1,10,5,5,10,22,10
105,7,Croatia,South Korea,0,31,35,3.7789,3.5883,0.1823,0.2251,4,0,6,0,3,3,3,3,6,6
106,7,Kazakhstan,Italy,0,25,30,3.3664,3.4415,0.202,0.1653,1,2,1,2,7,6,6,7,14,12
107,7,Estonia,Slovenia,0,33,39,4.5327,3.8293,0.186,0.2048,8,5,12,8,6,4,4,6,12,8
108,7,Germany,Switzerland,0,24,25,2.4543,3.4175,0.149,0.2402,3,6,5,8,8,4,4,8,16,8
109,7,United States,Poland,0,33,18,3.9597,2.5628,0.1507,0.2217,3,2,4,4,8,8,8,8,16,19
110,7,Hungary,Latvia,1,27,38,2.4628,4.7586,0.1389,0.1724,4,3,7,6,7,5,5,7,14,10
111,7,Belarus,Romania,0,26,26,3.0137,2.5028,0.1658,0.1484,1,3,2,5,4,6,6,4,8,12
112,7,Netherlands,Czech Republic,0,28,32,4.1533,4.0893,0.1901,0.1964,7,5,14,9,6,4,4,6,12,8
113,8,Russia,Canada,0,21,23,2.7334,1.9823,0.1868,0.1477,5,0,7,0,6,5,5,6,12,10
114,8,Sweden,Denmark,0,37,25,3.8901,3.0758,0.1451,0.2133,1,4,1,8,4,6,6,4,8,12
115,8,Kazakhstan,China,0,32,19,3.2453,2.3619,0.2117,0.2434,1,2,2,4,12,7,7,12,24,14
116,8,Belgium,Estonia,0,30,23,3.1413,2.3933,0.2231,0.2067,5,4,7,8,6,9,9,6,12,18
117,8,Finland,France,0,23,43,2.8278,5.6632,0.1723,0.2402,5,6,8,12,9,2,2,9,21,4
118,8,South Korea,Spain,0,25,30,2.904,3.6127,0.209,0.2132,3,2,6,1,6,6,6,6,12,12
119,8,Slovakia,Slovenia,1,23,34,3.4458,3.9961,0.194,0.2131,2,3,4,5,12,5,5,12,26,10
120,8,Austria,Norway,0,22,20,2.5637,2.5109,0.2316,0.1722,3,1,3,2,4,8,8,4,8,16
121,8,Ukraine,Italy,0,32,19,4.1297,1.7573,0.2334,0.1409,4,3,8,6,1,5,5,1,2,10
122,8,Hungary,Japan,0,26,31,2.5739,3.2132,0.1548,0.1602,3,2,2,3,4,4,4,4,8,8
123,8,Belarus,Germany,0,27,26,3.2457,2.7493,0.1607,0.1595,4,3,7,4,5,5,5,5,10,10
124,8,Switzerland,Lithuania,1,24,31,2.7166,4.0889,0.2322,0.2441,3,4,4,8,11,7,7,11,22,14
125,8,Netherlands,Great Britain,0,18,33,2.4673,4.2578,0.2341,0.2298,0,3,0,5,9,9,9,9,18,18
126,8,United States,Latvia,0,33,22,3.817,2.7344,0.2087,0.1828,3,0,5,0,4,8,8,4,8,16
127,8,Croatia,Romania,0,22,26,2.6501,2.5474,0.162,0.218,1,4,2,4,5,3,3,5,10,6
128,8,Poland,Czech Republic,0,30,34,4.1018,3.745,0.2262,0.1553,6,2,8,3,6,5,5,6,12,10
129,9,Norway,Russia,0,16,29,1.3151,3.87,0.1443,0.1854,3,7,3,11,6,2,2,6,12,4
130,9,Denmark,Ukraine,0,26,26,3.2163,3.1204,0.2374,0.2118,3,2,5,4,7,7,7,7,14,14
131,9,Estonia,Belgium,0,22,31,2.0609,4.3148,0.1665,0.2233,4,5,6,9,13,4,4,13,26,8
132,9,France,Japan,0,16,34,2.0113,4.4941,0.1854,0.2164,1,2,2,3,9,5,5,9,18,10
133,9,Hungary,China,0,35,25,4.1331,3.9335,0.2123,0.2371,0,2,0,2,11,7,7,11,22,17
