rank,player,position,team,creation,conversion,suppression,prevention,goalkeeping,stamina,discipline,total
1,Jeremy Duncan,G,China,0.0,0.0,0.0,0.0,1.2254419192980168,0.5832639324676978,-0.7457927065734105,1.2254419192980168
2,Ryan Young,G,Slovakia,0.0,0.0,0.0,0.0,1.0380368588968156,0.14990313424421522,-1.7986572522326487,1.0380368588968156
3,Jay Lopez,G,Lithuania,0.0,0.0,0.0,0.0,0.8950834155271205,-0.060543118153684745,0.8493209764373458,0.8950834155271205
4,Damon Glover,G,Kazakhstan,0.0,0.0,0.0,0.0,0.8100032854292364,-0.18213487686064345,-2.167128464828501,0.8100032854292364
5,John Martinez,G,Belgium,0.0,0.0,0.0,0.0,0.7629618478322445,0.7856833566161942,-0.1946258924625113,0.7629618478322445
6,Lawrence Phillips,G,Estonia,0.0,0.0,0.0,0.0,0.749268457548934,1.7460499628498456,-0.5005137825098334,0.749268457548934
7,Jacob Roth,G,Romania,0.0,0.0,0.0,0.0,0.7491476021057295,-0.533845634385425,-1.0275387313278663,0.7491476021057295
8,Brett Collins,G,Norway,0.0,0.0,0.0,0.0,0.5791010545694771,0.08096606562083548,-0.9410707735523072,0.5791010545694771
9,James Watson,G,South Korea,0.0,0.0,0.0,0.0,0.49439225514583696,2.325787284233422,-0.2901930296016561,0.49439225514583696
10,David Williams,G,Switzerland,0.0,0.0,0.0,0.0,0.3793977010429852,2.6899077535856977,0.499364182634746,0.3793977010429852
11,Robert Day,G,Spain,0.0,0.0,0.0,0.0,0.3548428702107614,0.9286875002779592,-0.42806190575355385,0.3548428702107614
12,Eric Gonzalez,G,Russia,0.0,0.0,0.0,0.0,0.2951074151265367,0.5245881409421151,0.3154743062876488,0.2951074151265367
13,Bradley Wise,G,Great Britain,0.0,0.0,0.0,0.0,0.21719560912125538,0.2553302033899394,0.11731946359781029,0.21719560912125538
14,Steven Acosta,G,Germany,0.0,0.0,0.0,0.0,0.10354969352591255,-0.7643398767266948,0.030537905895275264,0.10354969352591255
15,Christopher Osborne,G,Latvia,0.0,0.0,0.0,0.0,0.06292045143130842,0.9622281615457745,0.0695421589872541,0.06292045143130842
16,Michael White,F,Canada,0.4885572558697373,-0.14801736019295847,-0.4736997159664084,0.5141478936745781,0.0,0.5423139732074751,0.28054570942390106,0.38098807338494856
17,Michael Ali,F,Canada,-0.34921073936853086,0.006811760201925289,-0.09534233516676174,0.2541133311225643,0.0,-0.7452027726905307,-0.5176489069274364,-0.18362798321080298
18,Nathan Brown,F,Canada,-0.29393386688631934,0.8383197908632379,1.7626881967772674,1.6841215013276631,0.0,-1.6280202716861985,-0.7864044453804943,3.9911956220818494
19,Lawrence Valdez,F,Canada,1.2520202475617388,-0.10070824097481863,-1.3847365208453846,-0.5462044013623767,0.0,-0.6353237775584011,1.677277713607239,-0.779628915620841
20,Kevin Stewart,F,Canada,-0.4357513441286941,0.6493534818412965,-1.7406389833226812,0.02622375550477834,0.0,-0.9692393775769695,0.5671618185409397,-1.5008130901053003
21,Alan Martinez,F,Canada,-0.23255168115085467,-0.06926191810555367,0.17281459909709707,0.9358106936460215,0.0,-1.0794031654517284,-0.2970846061989991,0.8068116934867102
22,Brian Todd,D,Canada,-0.267983432773107,1.046536090758569,0.6871609786392877,-2.6790301209965754,0.0,-0.42083179436424717,0.3301474681799135,-1.2133164843718256
23,Scott Olsen,D,Canada,0.840842295464872,0.6170265529804274,-1.3738459353969918,1.503999220626468,0.0,0.8736456739836295,0.9952910709133278,1.5880221336747755
24,Thomas Thompson,D,Canada,0.8359652487625054,0.23112942781826903,0.1401490316726808,0.15126413592953653,0.0,0.17915986974771628,0.05990583201837607,1.3585078441829919
25,Jason Porter,D,Canada,-1.64239608794849,0.1234086020186517,0.02369970714063717,1.414010001728378,0.0,0.2521216339399986,0.28213769414275003,-0.08127777706082306
26,David Hernandez,F,United States,0.2052658921651867,0.5745650583983517,-1.1943857757524363,0.557372227588429,0.0,-0.9121056116083426,0.3294868602096128,0.142817402399531
27,Jimmy Hernandez,F,United States,-1.0917445440945808,0.8511772457804566,-0.4081509022578462,1.1828969352196221,0.0,1.5122564869616852,-0.2808070562447067,0.5341787346476518
28,Craig Hansen,F,United States,1.2923691688900922,0.23639919278077517,-0.6081816608923255,0.7742581038819576,0.0,0.0701900253094167,1.0430381968503142,1.6948448046604994
29,Mark Smith,F,United States,0.41883625423519644,-0.9838802199203089,0.09321518839818398,0.23333495516923838,0.0,0.39885172551011655,0.2344594660262449,-0.23849382211769013
30,Cody Burke,F,United States,-0.4008083662702815,-0.41629749854198494,1.9255611316886776,-1.5170545404246967,0.0,0.7403272144684617,-1.7482171819970789,-0.4085992735482855
31,Shawn Stewart,F,United States,0.9769917748843451,0.009251941158051401,1.1470413689315684,-0.25036265813799635,0.0,-1.1280136803481873,0.6328424523315431,1.8829224268359683
32,Kevin Swanson,D,United States,0.9676706614915132,-0.9441843450608675,2.4971486784525743,-1.4769028375273239,0.0,1.3184056191265403,-0.6709825311396658,1.0437321573558962
33,Victor Cain,D,United States,-0.22997390331024817,-1.3053764867975248,-0.4950235221120589,-0.45903590507979597,0.0,0.21638712126042386,-0.305022711382374,-2.489409817299628
34,Jason Sullivan,D,United States,-0.49717542947176685,-0.8371921017859031,-2.138544362890115,0.14912843445288976,0.0,0.27666009742741726,-1.0820570117406019,-3.323783459694895
35,Justin Tyler,D,United States,1.3765400611081209,1.1606880226736211,1.6062956633288505,0.6829279065678431,0.0,-0.6955707394876511,0.3355021778028248,4.826451653678436
36,Frank Conner,F,Great Britain,-0.07538074030729666,0.8661670349873721,1.2604834210073725,-0.46072212611589947,0.0,0.6769442042909313,-1.0733405285273017,1.5905475895715484
37,Jesse Jimenez,F,Great Britain,0.556071580140046,1.296054301834399,-0.8043491210464547,-0.03350986590803231,0.0,0.43287602547585885,-0.7074742617609417,1.0142668950199578
38,Aaron Duncan,F,Great Britain,0.3466096491016511,0.2693925485674083,-0.7489718982501413,-0.1662655658873533,0.0,1.636640278923661,-0.2923378161231419,-0.29923526646843523
39,Anthony Carroll,F,Great Britain,1.0387926956835156,0.6854772085190586,0.9588025811725251,0.805670990950047,0.0,-0.41306362847276823,-1.037573106253277,3.4887434763251464
40,James Bass,F,Great Britain,0.2568478301890762,0.7372184335199198,0.3798369662580381,-1.1590652346590813,0.0,0.35794006500188885,-0.22036945957880885,0.2148379953079529
41,Jacob Molina,F,Great Britain,-0.4261840834664498,0.3920893639785064,-0.0640369678762842,-1.4611720687220324,0.0,0.5489588908178044,0.5670804721236579,-1.55930375608626
42,Eric Davis,D,Great Britain,1.016152250044191,-0.3745436285523746,1.5856496436145076,0.5248482573509748,0.0,-0.9662458875754865,-0.6510568801950546,2.7521065224572987
43,Julian Hoover,D,Great Britain,1.2649542402473841,0.8892319354858859,0.1820704731670838,0.8698531870353599,0.0,-1.614709943355919,0.7612084628613682,3.206109835935713
44,Tony Hodge,D,Great Britain,1.2945006952717968,-1.700601645852744,-0.25267252219239855,0.6932155956809892,0.0,0.08677161142564195,0.050308035110152645,0.03444212290764348
45,Eric Patrick,D,Great Britain,-0.4132906663431559,0.1917338627326447,0.5256222875814399,-0.34124179898256823,0.0,-1.8588327536400433,-1.2056600676572966,-0.03717631501163954
46,Kevin Watson,F,France,-0.27738125221066395,-0.2960134818896762,-0.4403497777175728,-1.1638893076078944,0.0,0.4471270206234283,0.03206245968418686,-2.1776338194258074
47,Daniel Wolf,F,France,0.40439404407081514,-1.9036709032904922,-1.222499637479908,-2.236983147998688,0.0,-0.3490039308024152,0.46818960319061026,-4.958759644698272
48,Gregory Brown,F,France,0.28484068790119776,1.5019409916378037,-1.0209703791422338,1.4325760162294838,0.0,-1.5206696067401646,0.9690730432859135,2.1983873166262518
49,Hunter Carlson,F,France,-0.4140916797229006,0.3507722194941865,1.262176771998696,-0.23937199570663945,0.0,1.6960849487073848,0.2574619859753266,0.9594853160633424
50,Anthony Reynolds,F,France,-0.3390152152100394,0.6168181044913742,-1.3291906260201285,0.3106086105824651,0.0,0.41087853760420223,0.7561131966779235,-0.7407791261563286
